0.265099 -1.54367 0.865258 0.836371 -0.564359 -0.645137 1.07492 -0.641515 0.895442 0.515034 1.16633 0.319768 -0.24682 -0.393774 -1.29251 0.136572 -1.19608 
0.272131 -1.47056 0.87324 0.848832 -0.606189 -0.577969 1.06357 -0.524162 0.674422 0.439723 1.13949 0.289258 -0.200511 -0.393884 -1.392 0.0778458 -1.33182 
0.205752 -1.40617 0.871273 0.900211 -0.6355 -0.535944 1.05657 -0.475355 0.525941 0.389939 1.13341 0.298561 -0.144798 -0.440114 -1.45507 0.0493505 -1.40384 
0.123613 -1.37042 0.869756 0.966905 -0.643792 -0.504973 1.0533 -0.45581 0.437029 0.357569 1.13182 0.307767 -0.104651 -0.491201 -1.50454 0.0243739 -1.45745 
0.0509844 -1.35395 0.869566 1.02459 -0.63536 -0.48238 1.0515 -0.451631 0.402127 0.337982 1.13156 0.309984 -0.0833901 -0.534998 -1.54143 0.0109053 -1.49996 
-0.00604668 -1.35023 0.869759 1.06911 -0.62508 -0.466784 1.05019 -0.452357 0.393634 0.325269 1.13163 0.308918 -0.0751006 -0.570028 -1.56854 0.00573073 -1.53374 
-0.0484105 -1.35461 0.870042 1.10132 -0.618344 -0.456604 1.0491 -0.453496 0.392632 0.316678 1.13177 0.307385 -0.0743322 -0.597731 -1.58896 0.00344008 -1.56044 
-0.0786907 -1.3633 0.870342 1.1233 -0.614056 -0.450201 1.04817 -0.453957 0.393132 0.310747 1.13193 0.305907 -0.0776263 -0.619549 -1.60471 0.00204043 -1.58128 
-0.0999047 -1.37356 0.870626 1.13755 -0.610585 -0.446225 1.04736 -0.45373 0.393709 0.306468 1.13209 0.304448 -0.0828834 -0.63684 -1.61701 0.00108173 -1.59742 
-0.114817 -1.38372 0.870876 1.14633 -0.607117 -0.443696 1.04666 -0.453012 0.393969 0.303202 1.13224 0.302993 -0.0888796 -0.650792 -1.62671 0.000434122 -1.60993 
-0.12557 -1.39295 0.871086 1.15141 -0.603403 -0.441962 1.04605 -0.45199 0.393781 0.300575 1.13237 0.301566 -0.0949722 -0.662342 -1.63439 1.37235e-05 -1.61974 
-0.133653 -1.40095 0.871257 1.15404 -0.59944 -0.440636 1.04552 -0.450797 0.393134 0.298376 1.13249 0.300193 -0.100851 -0.672185 -1.64052 -0.000246967 -1.62758 
-0.140024 -1.40772 0.871394 1.15505 -0.595301 -0.439498 1.04506 -0.449518 0.39208 0.296478 1.1326 0.298887 -0.106395 -0.680805 -1.64545 -0.000399125 -1.63398 
-0.145273 -1.41339 0.871503 1.15499 -0.591067 -0.43844 1.04465 -0.448202 0.390696 0.294803 1.13269 0.297654 -0.111578 -0.688534 -1.64945 -0.000478551 -1.63933 
-0.14976 -1.41813 0.871589 1.15423 -0.586808 -0.43741 1.04429 -0.446879 0.389065 0.2933 1.13277 0.296489 -0.116412 -0.695596 -1.65274 -0.000509748 -1.6439 
-0.153702 -1.42211 0.871656 1.15302 -0.582579 -0.43639 1.04397 -0.445567 0.387259 0.291932 1.13285 0.295389 -0.120926 -0.702147 -1.65548 -0.000509271 -1.64789 
-0.15663 -1.42731 0.871742 1.15521 -0.578707 -0.445727 1.0435 -0.437222 0.393307 0.289901 1.1332 0.293928 -0.123222 -0.710735 -1.66299 0.00314299 -1.65211 
-0.158437 -1.43073 0.87175 1.15678 -0.576569 -0.444935 1.0432 -0.436574 0.392079 0.288653 1.13345 0.292993 -0.125024 -0.716432 -1.66685 0.00275034 -1.65659 
-0.160196 -1.43341 0.871757 1.15776 -0.574286 -0.443984 1.04294 -0.435819 0.390554 0.287583 1.13367 0.292149 -0.126768 -0.72176 -1.67007 0.00245371 -1.66056 
-0.161826 -1.43558 0.871763 1.15826 -0.571857 -0.442987 1.0427 -0.434998 0.388892 0.286621 1.13387 0.291345 -0.128467 -0.726785 -1.67283 0.00221969 -1.66413 
-0.163304 -1.43737 0.871769 1.15839 -0.569337 -0.441973 1.04248 -0.434125 0.387144 0.285741 1.13405 0.290566 -0.130122 -0.731558 -1.67525 0.00203111 -1.66737 
-0.164629 -1.43888 0.871775 1.15824 -0.56677 -0.440957 1.04228 -0.433214 0.385347 0.284926 1.13422 0.289807 -0.131733 -0.736119 -1.67741 0.00187708 -1.67035 
-0.165815 -1.44017 0.871781 1.15788 -0.564188 -0.439949 1.04209 -0.432279 0.383529 0.284164 1.13438 0.289064 -0.133298 -0.740501 -1.67936 0.0017493 -1.67312 
-0.166879 -1.44129 0.871786 1.15737 -0.561612 -0.438955 1.04191 -0.43133 0.381708 0.283446 1.13453 0.288338 -0.134813 -0.744728 -1.68115 0.00164196 -1.67572 
-0.167838 -1.44226 0.871791 1.15674 -0.559061 -0.437977 1.04174 -0.430375 0.3799 0.282765 1.13467 0.287626 -0.136275 -0.74882 -1.68281 0.00155032 -1.67818 
-0.168706 -1.44312 0.871796 1.15603 -0.556542 -0.437016 1.04158 -0.429419 0.378112 0.282115 1.13481 0.286929 -0.137684 -0.752787 -1.68436 0.00147144 -1.68052 
-0.169495 -1.44389 0.8718 1.15527 -0.554065 -0.436074 1.04142 -0.428468 0.376352 0.281494 1.13494 0.286247 -0.139041 -0.756644 -1.68583 0.00140264 -1.68276 
-0.170215 -1.44458 0.871804 1.15448 -0.551637 -0.435152 1.04127 -0.427526 0.374625 0.280895 1.13506 0.285579 -0.140348 -0.760401 -1.68722 0.00134158 -1.68491 
-0.170876 -1.4452 0.871807 1.15367 -0.549261 -0.43425 1.04113 -0.426597 0.372934 0.280319 1.13518 0.284927 -0.141604 -0.764066 -1.68855 0.00128704 -1.68699 
-0.171485 -1.44576 0.87181 1.15285 -0.546938 -0.433367 1.04099 -0.42568 0.37128 0.279762 1.1353 0.284289 -0.142809 -0.767644 -1.68983 0.00123779 -1.689 
-0.172046 -1.44628 0.871812 1.15203 -0.544669 -0.432502 1.04086 -0.424779 0.369665 0.279222 1.13541 0.283665 -0.143968 -0.77114 -1.69107 0.00119305 -1.69095 
-0.172564 -1.44675 0.871814 1.15122 -0.542456 -0.431658 1.04073 -0.423893 0.36809 0.278698 1.13552 0.283054 -0.145085 -0.774561 -1.69227 0.00115164 -1.69285 
-0.173045 -1.44718 0.871815 1.15043 -0.540297 -0.430831 1.0406 -0.423024 0.366553 0.278189 1.13562 0.282457 -0.146158 -0.777909 -1.69343 0.0011133 -1.6947 
-0.173492 -1.44758 0.871816 1.14965 -0.538191 -0.430022 1.04048 -0.422173 0.365055 0.277693 1.13572 0.281874 -0.147187 -0.78119 -1.69457 0.00107764 -1.69651 
-0.173907 -1.44795 0.871817 1.14888 -0.536138 -0.42923 1.04036 -0.421337 0.363596 0.27721 1.13582 0.281303 -0.148177 -0.784406 -1.69568 0.0010439 -1.69828 
